sequenceID,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
99,"((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (0, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 1), (0, 2))"
100,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
101,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
102,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
103,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))"
104,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
105,"((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((2, 0), (2, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 1))","((0, 1), (0, 1))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))"
106,"((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((2, 0), (3, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 1))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))"
107,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((1, 0), (1, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
108,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
109,"((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (0, 0))","((2, 0), (0, 0))","((2, 0), (0, 0))","((2, 0), (0, 0))","((2, 0), (0, 2))","((2, 0), (0, 2))","((1, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))"
110,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 1), (0, 1))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
111,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))"
112,"((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((1, 0), (2, 0))","((0, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 1))","((0, 2), (0, 1))","((0, 2), (0, 1))","((0, 2), (0, 1))","((0, 2), (0, 1))","((0, 2), (0, 1))"
113,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
114,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (1, 0))","((0, 2), (1, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))"
115,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
116,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
117,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
118,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
119,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
120,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
121,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))","((0, 0), (0, 1))"
122,"((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (3, 0))","((4, 0), (2, 0))","((2, 0), (2, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))","((0, 4), (0, 2))"
123,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((2, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (0, 1))","((0, 2), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))"
124,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))"
125,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
126,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
127,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
128,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
129,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
130,"((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
131,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
132,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (1, 0))","((2, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 2))","((0, 1), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))"
133,"((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((1, 0), (2, 0))","((1, 0), (2, 0))","((1, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 1))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))"
134,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
135,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
136,"((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((2, 0), (3, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 1), (0, 1))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))","((0, 2), (0, 3))"
137,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (1, 0))","((3, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 1), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))"
138,"((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (1, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))","((0, 1), (0, 0))"
139,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((1, 0), (2, 0))","((0, 0), (2, 0))","((0, 2), (2, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 2), (0, 0))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))","((0, 3), (0, 1))"
140,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
141,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (1, 0))","((3, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))"
142,"((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (2, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((1, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))","((0, 0), (0, 2))"
143,"((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((3, 0), (3, 0))","((2, 0), (3, 0))","((1, 0), (3, 0))","((1, 0), (3, 0))","((0, 0), (1, 0))","((1, 0), (0, 0))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))","((0, 2), (0, 2))"
144,"((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (5, 0))","((6, 0), (3, 0))","((4, 0), (1, 0))","((1, 0), (1, 0))","((0, 1), (0, 1))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 4), (0, 4))","((0, 4), (0, 4))","((0, 4), (0, 4))","((0, 4), (0, 4))","((0, 4), (0, 4))","((0, 4), (0, 4))"
145,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
146,"((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((1, 0), (0, 0))","((1, 0), (0, 0))","((0, 0), (0, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
147,"((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((3, 0), (2, 0))","((2, 0), (1, 0))","((2, 0), (1, 0))","((1, 0), (1, 0))","((0, 0), (0, 0))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))","((0, 1), (0, 1))"
148,"((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (4, 0))","((5, 0), (3, 0))","((4, 0), (2, 0))","((4, 0), (1, 0))","((2, 0), (1, 0))","((0, 0), (0, 2))","((0, 1), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))","((0, 3), (0, 3))"
