sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,-0.15979382,0.34265915,"[0.25, 0.5]","[-2.5, 2.0]",2,1,0,0,1,1,0,0,1,0
1.11,-0.15979382,0.3426634,"[-2.25, 7.0]","[-1.25, 2.0]",1,1,0,0,0,1,0,0,1,0
1.15,-0.15979382,0.34266645,"[-3.25, 0.0]","[-3.75, 7.0]",1,1,0,1,0,0,0,0,0,1
1.6,-0.15979382,0.3426632,"[-2.25, 1.5]","[-2.75, 7.0]",1,1,0,0,1,0,0,0,0,1
1.9,-0.15979382,0.3426646,"[-2.0, 1.25]","[-1.0, 7.0]",1,1,0,0,1,0,0,0,0,1
106.11,-0.15979382,0.34266236,"[-1.0, 7.0]","[-0.5, 2.75]",2,1,0,0,0,2,0,0,1,0
106.17,-0.15979382,0.3426626,"[-1.0, 7.0]","[-2.25, 2.75]",2,1,0,0,0,2,0,0,1,0
106.5,-0.15979382,0.34266138,"[-0.25, 7.0]","[-3.25, -0.5]",2,1,0,0,0,2,0,1,0,0
106.6,-0.15979382,0.34266192,"[-2.75, 7.0]","[-3.5, 0.25]",2,1,0,0,0,2,0,0,1,0
106.9,-0.15979382,0.34266302,"[-3.5, 0.0]","[-3.25, 7.0]",1,1,0,1,0,0,0,0,0,1
109.2,-0.15979382,0.34265962,"[-1.5, 7.0]","[-1.5, 0.75]",1,1,0,0,0,1,0,0,1,0
109.8,-0.15979382,0.34266075,"[-3.75, 0.5]","[-3.5, 7.0]",1,1,0,0,1,0,0,0,0,1
11.1,-0.15979382,0.342659,"[-0.75, 2.25]","[-1.0, 7.0]",1,1,0,0,1,0,0,0,0,1
11.4,-0.15979382,0.34266284,"[-1.5, 0.5]","[-2.0, 7.0]",1,1,0,0,1,0,0,0,0,1
12.1,-0.15979382,0.34265873,"[-1.75, 1.0]","[-4.0, 0.5]",2,1,0,0,1,1,0,0,1,0
12.11,-0.15979382,0.34266236,"[-1.0, 7.0]","[-2.25, 2.75]",2,1,0,0,0,2,0,0,1,0
12.17,-0.15979382,0.3426626,"[-1.75, 7.0]","[-1.0, 2.5]",2,1,0,0,0,2,0,0,1,0
12.2,-0.15979382,0.3426604,"[-2.75, 7.0]","[-3.25, 1.75]",2,1,0,0,0,2,0,0,1,0
12.6,-0.15979382,0.34266192,"[-3.75, 7.0]","[-3.25, 1.0]",2,1,0,0,0,2,0,0,1,0
12.X,-0.15979382,0.34266263,"[-1.25, 0.75]","[-2.75, 0.75]",3,2,0,0,1,2,0,0,1,1
128.12,-0.15979382,0.34266257,"[-1.75, 7.0]","[-2.5, 0.75]",2,1,0,0,0,2,0,0,1,0
128.17,-0.15979382,0.34266374,"[-2.25, 7.0]","[-0.5, 2.5]",2,1,0,0,0,2,0,0,1,0
128.2,-0.15979382,0.3426616,"[-3.25, 7.0]","[-4.0, 1.0]",2,1,0,0,0,2,0,0,1,0
128.3,-0.15979382,0.342663,"[-1.0, 7.0]","[-2.25, 1.25]",2,1,0,0,0,2,0,0,1,0
128.6,-0.15979382,0.3426636,"[-3.25, 7.0]","[-4.25, 0.75]",2,1,0,0,0,2,0,0,1,0
138.1,-0.15979382,0.34265807,"[-1.0, 7.0]","[-2.0, 1.5]",2,1,0,0,0,2,0,0,1,0
139.3,-0.15979382,0.3426614,"[-3.0, 7.0]","[-4.0, 0.5]",2,1,0,0,0,2,0,0,1,0
139.4,-0.15979382,0.34266174,"[-4.25, 7.0]","[-5.75, -0.75]",1,1,0,0,0,1,0,1,0,0
139.7,-0.15979382,0.34266272,"[-1.75, 7.0]","[-2.75, 2.0]",2,1,0,0,0,2,0,0,1,0
145.1,-0.15979382,0.34265965,"[-2.25, 1.5]","[-2.5, 7.0]",1,1,0,0,1,0,0,0,0,1
145.17,-0.15979382,0.3426634,"[-0.75, 1.75]","[-2.25, 7.0]",1,1,0,0,1,0,0,0,0,1
145.19,-0.15979382,0.3426702,"[-5.0, 7.0]","[-3.25, -0.75]",1,1,0,0,0,1,0,1,0,0
145.2,-0.15979382,0.342662,"[-3.0, 1.0]","[-3.5, 7.0]",1,1,0,0,1,0,0,0,0,1
145.3,-0.15979382,0.34266326,"[-1.0, 1.5]","[-3.75, 7.0]",1,1,0,0,1,0,0,0,0,1
145.4,-0.15979382,0.342664,"[-3.25, -0.25]","[-4.25, -0.25]",2,1,0,1,0,1,0,0,1,0
145.6,-0.15979382,0.34266427,"[-3.0, 0.0]","[-3.5, 7.0]",2,1,0,1,1,0,0,0,0,1
145.7,-0.15979382,0.34266558,"[-4.25, 0.5]","[-4.0, 7.0]",1,1,0,0,1,0,0,0,0,1
149.1,-0.15979382,0.3426589,"[-1.75, 7.0]","[-4.0, -1.0]",1,1,0,0,0,1,0,1,0,0
149.11,-0.15979382,0.34266296,"[-2.5, 1.5]","[-2.0, 7.0]",1,1,0,0,1,0,0,0,0,1
149.2,-0.15979382,0.34266087,"[-1.75, -1.75]","[-2.5, 7.0]",2,1,0,2,0,0,0,0,0,1
149.6,-0.15979382,0.34266275,"[-3.75, -1.5]","[-3.5, 1.0]",2,1,0,1,0,1,0,0,1,0
153.11,-0.15979382,0.34266368,"[-2.0, 0.0]","[-1.0, 7.0]",1,1,0,1,0,0,0,0,0,1
153.17,-0.15979382,0.34266344,"[-1.0, 7.0]","[-1.5, 0.25]",2,1,0,0,0,2,0,0,1,0
153.18,-0.15979382,0.34266666,"[-2.5, 7.0]","[-3.5, -0.25]",2,1,0,0,0,2,0,0,1,0
153.2,-0.15979382,0.34266153,"[-0.75, 7.0]","[-3.5, 1.25]",2,1,0,0,0,2,0,0,1,0
153.4,-0.15979382,0.34266344,"[-3.25, 7.0]","[-3.5, 0.5]",2,1,0,0,0,2,0,0,1,0
153.7,-0.15979382,0.34266466,"[-1.0, 7.0]","[-3.0, -0.25]",2,1,0,0,0,2,0,0,1,0
162.1,-0.15979382,0.34265932,"[-1.5, 7.0]","[-3.5, 0.25]",1,1,0,0,0,1,0,0,1,0
162.11,-0.15979382,0.34266397,"[-1.25, 7.0]","[-1.5, 1.25]",2,1,0,0,0,2,0,0,1,0
162.17,-0.15979382,0.34266362,"[-2.5, 7.0]","[-1.5, 1.5]",2,1,0,0,0,2,0,0,1,0
162.19,-0.15979382,0.34266979,"[-2.25, 7.0]","[-2.75, 0.0]",1,1,0,0,0,1,0,0,1,0
162.22,-0.15979382,0.34266683,"[-1.75, -0.75]","[-5.0, 7.0]",1,1,0,1,0,0,0,0,0,1
162.3,-0.15979382,0.34266296,"[-2.0, 0.0]","[-3.5, 1.5]",3,2,0,1,0,2,0,0,1,1
162.5,-0.15979382,0.34266257,"[-1.75, 7.0]","[-1.75, 1.25]",2,1,0,0,0,2,0,0,1,0
162.7,-0.15979382,0.3426647,"[-2.75, 7.0]","[-3.0, 0.25]",2,1,0,0,0,2,0,0,1,0
162.8,-0.15979382,0.34266448,"[-2.0, 0.25]","[-5.0, 7.0]",1,1,0,1,0,0,0,0,0,1
17.1,-0.15979382,0.3426592,"[-3.5, 7.0]","[-2.75, 0.75]",2,1,0,0,0,2,0,0,1,0
17.11,-0.15979382,0.34266356,"[-4.0, -0.75]","[-2.0, 0.5]",2,2,0,1,0,1,0,0,1,1
