sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.7923916894982539,2,1,0,1,0,1,0,0,1,0
1.11,0.6989700043360189,1,1,0,0,0,1,0,0,1,0
1.15,0.6434526764861874,1,1,0,1,0,0,0,0,0,1
1.6,0.7075701760979364,1,1,0,1,0,0,0,0,0,1
1.9,0.6812412373755872,1,1,0,1,0,0,0,0,0,1
106.11,0.724275869600789,2,1,0,0,0,2,0,0,1,0
106.17,0.7160033436347992,2,1,0,0,0,2,0,0,1,0
106.5,0.7403626894942439,2,1,0,0,0,2,0,1,0,0
106.6,0.7323937598229685,2,1,0,0,0,2,0,1,0,0
106.9,0.7075701760979364,1,1,0,1,0,0,0,0,0,1
109.2,0.7781512503836436,1,1,0,0,0,1,0,1,0,0
109.8,0.7558748556724915,1,1,0,1,0,0,0,0,0,1
11.1,0.7923916894982539,1,1,0,0,1,0,0,0,0,1
11.4,0.7160033436347992,1,1,0,1,0,0,0,0,0,1
12.1,0.7993405494535817,2,1,0,1,0,1,0,1,0,0
12.11,0.724275869600789,2,1,0,0,0,2,0,0,1,0
12.17,0.7160033436347992,2,1,0,0,0,2,0,0,1,0
12.2,0.7634279935629372,2,1,0,0,0,2,0,0,1,0
12.6,0.7323937598229685,2,1,0,0,0,2,0,1,0,0
12.X,0.7160033436347992,3,2,0,1,0,2,0,1,0,1
128.12,0.7160033436347992,2,1,0,0,0,2,0,1,0,0
128.17,0.6989700043360189,2,1,0,0,0,2,0,0,1,0
128.2,0.7403626894942439,2,1,0,0,0,2,0,1,0,0
128.3,0.7075701760979364,2,1,0,0,0,2,0,1,0,0
128.6,0.6989700043360189,2,1,0,0,0,2,0,1,0,0
138.1,0.8129133566428556,2,1,0,0,0,2,0,1,0,0
139.3,0.7403626894942439,2,1,0,0,0,2,0,1,0,0
139.4,0.7403626894942439,1,1,0,0,0,1,0,1,0,0
139.7,0.7160033436347992,2,1,0,0,0,2,0,0,1,0
145.1,0.7781512503836436,1,1,0,1,0,0,0,0,0,1
145.17,0.6989700043360189,1,1,0,0,1,0,0,0,0,1
145.19,0.568201724066995,1,1,0,0,0,1,0,1,0,0
145.2,0.7323937598229685,1,1,0,1,0,0,0,0,0,1
145.3,0.7075701760979364,1,1,0,1,0,0,0,0,0,1
145.4,0.6901960800285137,2,1,0,1,0,1,0,1,0,0
145.6,0.6812412373755872,2,1,0,2,0,0,0,0,0,1
145.7,0.6627578316815741,1,1,0,1,0,0,0,0,0,1
149.1,0.7923916894982539,1,1,0,0,0,1,0,1,0,0
149.11,0.7075701760979364,1,1,0,0,1,0,0,0,0,1
149.2,0.7558748556724915,2,1,0,2,0,0,0,0,0,1
149.6,0.7160033436347992,2,1,0,1,0,1,0,1,0,0
153.11,0.6989700043360189,1,1,0,1,0,0,0,0,0,1
153.17,0.6989700043360189,2,1,0,0,0,2,0,1,0,0
153.18,0.6334684555795865,2,1,0,0,0,2,0,1,0,0
153.2,0.7403626894942439,2,1,0,0,0,2,0,1,0,0
153.4,0.6989700043360189,2,1,0,0,0,2,0,1,0,0
153.7,0.6812412373755872,2,1,0,0,0,2,0,1,0,0
162.1,0.785329835010767,1,1,0,0,0,1,0,1,0,0
162.11,0.6901960800285137,2,1,0,0,0,2,0,1,0,0
162.17,0.6989700043360189,2,1,0,0,0,2,0,0,1,0
162.19,0.568201724066995,1,1,0,0,0,1,0,1,0,0
162.22,0.6334684555795865,1,1,0,1,0,0,0,0,0,1
162.3,0.7075701760979364,3,2,0,1,0,2,0,0,1,1
162.5,0.7160033436347992,2,1,0,0,0,2,0,1,0,0
162.7,0.6720978579357175,2,1,0,0,0,2,0,1,0,0
162.8,0.6812412373755872,1,1,0,1,0,0,0,0,0,1
17.1,0.785329835010767,2,1,0,0,0,2,0,1,0,0
17.11,0.6989700043360189,2,2,0,1,0,1,0,1,0,1
172.1,0.7993405494535817,1,1,0,0,0,1,0,1,0,0
172.17,0.7160033436347992,2,1,0,0,0,2,0,1,0,0
