sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.6927558098339256,2,1,0,1,0,1,0,0,1,0
1.11,0.6058155639456027,1,1,0,0,0,1,0,0,1,0
1.15,0.5435165475831853,1,1,0,1,0,0,0,0,0,1
1.6,0.6101276301968331,1,1,0,0,1,0,0,0,0,1
1.9,0.581670694604865,1,1,0,0,1,0,0,0,0,1
106.11,0.6268168913523673,2,1,0,0,0,2,0,0,1,0
106.17,0.6221262814630877,2,1,0,0,0,2,0,0,1,0
106.5,0.6470054350290255,2,1,0,0,0,2,0,1,0,0
106.6,0.6360601531668568,2,1,0,0,0,2,0,1,0,0
106.9,0.6136979577780937,1,1,0,1,0,0,0,0,0,1
109.2,0.6831094549407316,1,1,0,0,0,1,0,1,0,0
109.8,0.6600099143571696,1,1,0,1,0,0,0,0,0,1
11.1,0.6958008190602705,1,1,0,0,1,0,0,0,0,1
11.4,0.6175692549862034,1,1,0,1,0,0,0,0,0,1
12.1,0.7012063597175182,2,1,0,1,0,1,0,1,0,0
12.11,0.6268168913523673,2,1,0,0,0,2,0,0,1,0
12.17,0.6221262814630877,2,1,0,0,0,2,0,0,1,0
12.2,0.6671272492730219,2,1,0,0,0,2,0,0,1,0
12.6,0.6360601531668568,2,1,0,0,0,2,0,1,0,0
12.X,0.6216837246471482,3,2,0,1,0,2,0,1,0,1
128.12,0.6230030436397748,2,1,0,0,0,2,0,1,0,0
128.17,0.5988206661229781,2,1,0,0,0,2,0,0,1,0
128.2,0.6429044438968831,2,1,0,0,0,2,0,1,0,0
128.3,0.6141936422752964,2,1,0,0,0,2,0,0,1,0
128.6,0.6024026279100669,2,1,0,0,0,2,0,1,0,0
138.1,0.7144620309240036,2,1,0,0,0,2,0,1,0,0
139.3,0.6463907279392869,2,1,0,0,0,2,0,1,0,0
139.4,0.6395692326983211,1,1,0,0,0,1,0,1,0,0
139.7,0.6198848749764785,2,1,0,0,0,2,0,0,1,0
145.1,0.6822328405721251,1,1,0,0,1,0,0,0,0,1
145.17,0.6058155639456027,1,1,0,0,1,0,0,0,0,1
145.19,0.4669934907279441,1,1,0,0,0,1,0,1,0,0
145.2,0.6342349700713964,1,1,0,1,0,0,0,0,0,1
145.3,0.609073743306256,1,1,0,0,1,0,0,0,0,1
145.4,0.5937533272333156,2,1,0,1,0,1,0,1,0,0
145.6,0.5883108945941725,2,1,0,2,0,0,0,0,0,1
145.7,0.5614712728184461,1,1,0,1,0,0,0,0,0,1
149.1,0.6976115941564025,1,1,0,0,0,1,0,1,0,0
149.11,0.6146858762906136,1,1,0,0,1,0,0,0,0,1
149.2,0.6577119465582871,2,1,0,2,0,0,0,0,0,1
149.6,0.6194278329442683,2,1,0,1,0,1,0,1,0,0
153.11,0.6000343933998815,1,1,0,1,0,0,0,0,0,1
153.17,0.6052578511696736,2,1,0,0,0,2,0,1,0,0
153.18,0.5396514303829463,2,1,0,0,0,2,0,1,0,0
