sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.7439083322813069,2,1,0,1,0,1,0,0,1,0
1.11,0.656968086392984,1,1,0,0,0,1,0,0,1,0
1.15,0.5946690700305667,1,1,0,1,0,0,0,0,0,1
1.6,0.6612801526442145,1,1,0,0,1,0,0,0,0,1
1.9,0.6328232170522463,1,1,0,0,1,0,0,0,0,1
106.11,0.6779694137997485,2,1,0,0,0,2,0,0,1,0
106.17,0.6732788039104689,2,1,0,0,0,2,0,0,1,0
106.5,0.6981579574764069,2,1,0,0,0,2,0,1,0,0
106.6,0.6872126756142382,2,1,0,0,0,2,0,1,0,0
106.9,0.664850480225475,1,1,0,1,0,0,0,0,0,1
109.2,0.7342619773881128,1,1,0,0,0,1,0,1,0,0
109.8,0.7111624368045508,1,1,0,1,0,0,0,0,0,1
11.1,0.7469533415076517,1,1,0,0,1,0,0,0,0,1
11.4,0.6687217774335846,1,1,0,1,0,0,0,0,0,1
12.1,0.7523588821648994,2,1,0,1,0,1,0,1,0,0
12.11,0.6779694137997485,2,1,0,0,0,2,0,0,1,0
12.17,0.6732788039104689,2,1,0,0,0,2,0,0,1,0
12.2,0.7182797717204031,2,1,0,0,0,2,0,0,1,0
12.6,0.6872126756142382,2,1,0,0,0,2,0,1,0,0
12.X,0.6728362470945294,3,2,0,1,0,2,0,1,0,1
128.12,0.674155566087156,2,1,0,0,0,2,0,1,0,0
128.17,0.6499731885703595,2,1,0,0,0,2,0,0,1,0
128.2,0.6940569663442643,2,1,0,0,0,2,0,1,0,0
128.3,0.6653461647226777,2,1,0,0,0,2,0,1,0,0
128.6,0.6535551503574483,2,1,0,0,0,2,0,1,0,0
138.1,0.7656145533713848,2,1,0,0,0,2,0,1,0,0
139.3,0.6975432503866682,2,1,0,0,0,2,0,1,0,0
139.4,0.6907217551457023,1,1,0,0,0,1,0,1,0,0
139.7,0.6710373974238598,2,1,0,0,0,2,0,0,1,0
145.1,0.7333853630195063,1,1,0,1,0,0,0,0,0,1
145.17,0.656968086392984,1,1,0,0,1,0,0,0,0,1
145.19,0.5181460131753253,1,1,0,0,0,1,0,1,0,0
145.2,0.6853874925187777,1,1,0,1,0,0,0,0,0,1
145.3,0.6602262657536373,1,1,0,0,1,0,0,0,0,1
145.4,0.6449058496806969,2,1,0,1,0,1,0,1,0,0
145.6,0.6394634170415538,2,1,0,2,0,0,0,0,0,1
145.7,0.6126237952658273,1,1,0,1,0,0,0,0,0,1
149.1,0.7487641166037838,1,1,0,0,0,1,0,1,0,0
149.11,0.6658383987379948,1,1,0,0,1,0,0,0,0,1
149.2,0.7088644690056685,2,1,0,2,0,0,0,0,0,1
149.6,0.6705803553916496,2,1,0,1,0,1,0,1,0,0
153.11,0.6511869158472627,1,1,0,1,0,0,0,0,0,1
153.17,0.6564103736170548,2,1,0,0,0,2,0,1,0,0
153.18,0.5908039528303276,2,1,0,0,0,2,0,1,0,0
153.2,0.6953458947207357,2,1,0,0,0,2,0,1,0,0
153.4,0.6564103736170548,2,1,0,0,0,2,0,1,0,0
153.7,0.6312642477459403,2,1,0,0,0,2,0,1,0,0
162.1,0.7403880046150139,1,1,0,0,0,1,0,1,0,0
162.11,0.6455587654355517,2,1,0,0,0,2,0,1,0,0
162.17,0.6523807027396934,2,1,0,0,0,2,0,0,1,0
162.19,0.5268434198321457,1,1,0,0,0,1,0,1,0,0
162.22,0.5867463102654721,1,1,0,1,0,0,0,0,0,1
162.3,0.6658383987379948,3,2,0,1,0,2,0,0,1,1
162.5,0.673718565993647,2,1,0,0,0,2,0,1,0,0
162.7,0.6304725140871186,2,1,0,0,0,2,0,1,0,0
162.8,0.6351027166271981,1,1,0,1,0,0,0,0,0,1
17.1,0.7427068379892332,2,1,0,0,0,2,0,1,0,0
17.11,0.6541353026177064,2,2,0,1,0,1,0,1,0,1
172.1,0.7523588821648994,1,1,0,0,0,1,0,1,0,0
172.17,0.6732788039104689,2,1,0,0,0,2,0,1,0,0
172.3,0.6984631890243714,2,1,0,0,0,2,0,1,0,0
172.4,0.6924100800911954,2,1,0,0,0,2,0,1,0,0
173.11,0.6449058496806969,2,1,0,0,0,2,0,1,0,0
173.15,0.5779767619914004,1,1,0,0,0,1,0,1,0,0
173.16,0.5839252282335896,2,1,0,0,0,2,0,1,0,0
173.19,0.5181460131753253,1,1,0,1,0,0,0,0,0,1
173.4,0.6442470854229708,1,1,0,1,0,0,0,0,0,1
173.8,0.6193516936332251,2,1,0,0,0,2,0,1,0,0
188.1,0.7523588821648994,2,1,0,0,0,2,0,0,1,0
188.2,0.7180548309427276,1,1,0,0,1,0,0,0,0,1
188.3,0.6984631890243714,2,1,0,0,0,2,0,0,1,0
188.6,0.6872126756142382,1,1,0,1,0,0,0,0,0,1
188.9,0.664850480225475,1,1,0,0,0,1,0,1,0,0
189.1,0.7658205018735456,1,1,0,0,0,1,0,1,0,0
189.11,0.6914021822259508,2,1,0,0,0,2,0,0,1,0
189.15,0.6455587654355517,2,1,0,0,0,2,0,1,0,0
189.17,0.6956642756993836,2,1,0,0,0,2,0,0,1,0
189.18,0.6408620146433884,2,1,0,1,0,1,0,1,0,0
189.2,0.7342619773881128,1,1,0,0,0,1,0,1,0,0
189.20,0.6468474324261578,1,1,0,0,0,1,0,1,0,0
189.3,0.7299364401965099,1,1,0,1,0,0,0,0,0,1
189.5,0.7119106540128578,2,1,0,0,0,2,0,1,0,0
189.X,0.6886382506268014,1,1,0,1,0,0,0,0,0,1
2.1,0.7470945820399506,2,1,0,0,0,2,0,0,1,0
2.19,0.566426897637567,1,1,0,1,0,0,0,0,0,1
20003.2,0.9546125016436877,2,2,0,0,2,0,0,0,0,2
20005.2,0.9546125016436877,4,4,0,0,4,0,0,0,2,2
20005.3,0.9463105831175241,3,3,0,0,2,1,0,1,2,0
20033.11,0.9317818589133064,2,2,1,0,1,0,0,0,2,0
20052.3,0.9463105831175241,2,1,1,1,0,0,0,1,0,0
20082.22,0.958812139342553,2,2,0,0,2,0,0,0,1,1
20090.20,0.9829542111173117,2,1,0,0,1,1,0,0,1,0
20092.19,0.9678746500447317,1,1,1,0,0,0,0,0,1,0
20105.22,0.958812139342553,2,1,0,1,0,1,0,1,0,0
20108.20,0.9829542111173117,2,2,0,0,2,0,1,0,0,1
20109.20,0.9829542111173117,2,1,0,0,1,1,0,0,1,0
20118.2,0.9546125016436877,5,4,0,1,2,2,0,0,3,1
20119.2,0.9546125016436877,2,2,0,0,2,0,0,0,1,1
20121.14,0.9089465574938399,2,2,0,2,0,0,1,0,1,0
20121.7,0.9338858893529447,2,2,0,0,1,1,0,2,0,0
20124.1,0.9497468108299769,1,1,0,0,1,0,1,0,0,0
20124.16,0.9015334757260769,1,1,1,0,0,0,1,0,0,0
20124.2,0.9546125016436877,1,1,0,0,1,0,0,0,0,1
20124.3,0.9463105831175241,2,1,0,0,0,2,0,0,1,0
20129.20,0.9812409907609434,2,1,0,0,1,1,0,0,1,0
20133.X,0.8699670555411199,3,3,0,1,1,1,0,1,2,0
20134.X,0.8699670555411199,3,3,0,0,2,1,0,1,2,0
20135.14,0.840647652562927,3,2,0,1,0,2,0,1,0,1
20136.17,0.8335114558585319,2,1,0,1,0,1,0,1,0,0
20138.1,0.8904499759432559,2,2,2,0,0,0,0,2,0,0
20139.12,0.8619817535347979,2,1,0,1,0,1,0,1,0,0
20139.16,0.8338347527940022,3,2,0,2,0,1,0,2,0,0
20139.17,0.8335114558585319,2,2,0,0,2,0,0,0,1,1
20139.3,0.8830674307966911,1,1,0,0,1,0,0,0,0,1
20139.4,0.8810874236695343,2,1,0,2,0,0,0,0,0,1
20139.5,0.878311272138523,2,1,1,1,0,0,0,1,0,0
20140.14,0.840647652562927,2,1,0,1,0,1,0,1,0,0
20140.15,0.836153787885221,2,1,0,1,0,1,0,1,0,0
20141.12,0.8619817535347979,2,1,0,1,0,1,0,1,0,0
20141.14,0.840647652562927,2,1,0,1,0,1,0,1,0,0
20141.5,0.878311272138523,2,1,0,1,0,1,0,1,0,0
20142.18,0.8310960988709201,1,1,1,0,0,0,0,0,1,0
20142.22,0.7847345071199685,4,3,0,4,0,0,0,2,0,1
20143.X,0.8699670555411199,3,2,0,0,3,0,0,1,0,1
20144.14,0.840647652562927,3,2,0,2,0,1,0,2,0,0
20144.9,0.8578945216506969,2,1,0,1,0,1,0,1,0,0
20145.1,0.8904499759432559,2,1,0,1,0,1,0,1,0,0
20145.10,0.8626710529026651,2,1,0,1,0,1,0,1,0,0
20145.12,0.8619817535347979,2,1,0,1,0,1,0,1,0,0
20145.14,0.840647652562927,2,1,0,1,0,1,0,1,0,0
20145.4,0.8810874236695343,2,2,0,1,0,1,0,1,0,1
20145.8,0.8668639026157247,2,1,0,1,0,1,0,1,0,0
20145.9,0.8578945216506969,3,2,0,0,2,1,0,0,2,0
20145.X,0.8699670555411199,3,3,0,1,1,1,0,1,2,0
20146.17,0.8335114558585319,1,1,0,0,1,0,0,0,0,1
20146.4,0.8810874236695343,2,1,0,1,0,1,0,1,0,0
20148.1,0.8904499759432559,3,3,0,2,0,1,0,2,1,0
20151.14,0.840647652562927,3,2,0,3,0,0,0,1,0,1
20151.17,0.8335114558585319,1,1,0,0,1,0,1,0,0,0
20154.4,0.8810874236695343,3,2,0,2,1,0,0,0,1,1
20154.9,0.8578945216506969,2,1,1,0,1,0,0,0,1,0
20157.11,0.8620973296733128,3,2,0,0,2,1,0,0,2,0
20158.1,0.8904499759432559,2,2,0,0,0,2,0,2,0,0
20158.9,0.8578945216506969,3,3,0,2,0,1,0,2,0,1
20159.1,0.8904499759432559,6,5,0,1,3,2,0,3,1,1
20159.14,0.840647652562927,2,1,0,1,0,1,0,1,0,0
20159.15,0.836153787885221,2,1,0,0,1,1,0,0,1,0
20159.3,0.8830674307966911,3,2,0,1,0,2,0,1,0,1
20159.4,0.8810874236695343,5,4,0,0,3,2,0,2,1,1
20159.9,0.8578945216506969,2,2,0,2,0,0,1,0,1,0
20160.14,0.840647652562927,2,1,0,1,0,1,0,1,0,0
20160.17,0.8335114558585319,2,1,1,0,1,0,1,0,0,0
20160.4,0.8810874236695343,2,1,1,1,0,0,0,1,0,0
20160.5,0.878311272138523,2,2,0,2,0,0,0,1,0,1
