sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.9488403617968435,2,1,0,1,0,1,0,1,0,0
1.11,0.8619001159085207,1,1,0,0,0,1,0,0,1,0
1.15,0.7996010995461034,1,1,0,1,0,0,0,0,0,1
1.6,0.8662121821597512,1,1,0,1,0,0,0,0,0,1
1.9,0.837755246567783,1,1,0,1,0,0,0,0,0,1
106.11,0.8829014433152853,2,1,0,0,0,2,0,0,1,0
106.17,0.8782108334260056,2,1,0,0,0,2,0,0,1,0
106.5,0.9030899869919435,2,1,0,0,0,2,0,1,0,0
106.6,0.8921447051297748,2,1,0,0,0,2,0,1,0,0
106.9,0.8697825097410117,1,1,0,1,0,0,0,0,0,1
109.2,0.9391940069036496,1,1,0,0,0,1,0,1,0,0
109.8,0.9160944663200876,1,1,0,1,0,0,0,0,0,1
11.1,0.9518853710231885,1,1,0,0,1,0,0,0,0,1
11.4,0.8736538069491214,1,1,0,1,0,0,0,0,0,1
12.1,0.9572909116804362,2,1,0,1,0,1,0,1,0,0
12.11,0.8829014433152853,2,1,0,0,0,2,0,0,1,0
12.17,0.8782108334260056,2,1,0,0,0,2,0,0,1,0
12.2,0.9232118012359398,2,1,0,0,0,2,0,1,0,0
12.6,0.8921447051297748,2,1,0,0,0,2,0,1,0,0
12.X,0.8777682766100661,3,2,0,1,0,2,0,1,0,1
128.12,0.8790875956026927,2,1,0,0,0,2,0,1,0,0
128.17,0.8549052180858961,2,1,0,0,0,2,0,0,1,0
128.2,0.8989889958598011,2,1,0,0,0,2,0,1,0,0
128.3,0.8702781942382144,2,1,0,0,0,2,0,1,0,0
128.6,0.8584871798729848,2,1,0,0,0,2,0,1,0,0
138.1,0.9705465828869215,2,1,0,0,0,2,0,1,0,0
139.3,0.9024752799022049,2,1,0,0,0,2,0,1,0,0
139.4,0.8956537846612391,1,1,0,0,0,1,0,1,0,0
139.7,0.8759694269393965,2,1,0,0,0,2,0,0,1,0
145.1,0.9383173925350431,1,1,0,1,0,0,0,0,0,1
145.17,0.8619001159085207,1,1,0,1,0,0,0,0,0,1
145.19,0.7230780426908621,1,1,0,0,0,1,0,1,0,0
145.2,0.8903195220343144,1,1,0,1,0,0,0,0,0,1
145.3,0.865158295269174,1,1,0,1,0,0,0,0,0,1
145.4,0.8498378791962335,2,1,0,1,0,1,0,1,0,0
145.6,0.8443954465570905,2,1,0,2,0,0,0,0,0,1
145.7,0.817555824781364,1,1,0,1,0,0,0,0,0,1
149.1,0.9536961461193205,1,1,0,0,0,1,0,1,0,0
149.11,0.8707704282535315,1,1,0,1,0,0,0,0,0,1
149.2,0.9137964985212051,2,1,0,2,0,0,0,0,0,1
149.6,0.8755123849071863,2,1,0,1,0,1,0,1,0,0
153.11,0.8561189453627995,1,1,0,1,0,0,0,0,0,1
153.17,0.8613424031325915,2,1,0,0,0,2,0,1,0,0
153.18,0.7957359823458643,2,1,0,0,0,2,0,1,0,0
153.2,0.9002779242362724,2,1,0,0,0,2,0,1,0,0
153.4,0.8613424031325915,2,1,0,0,0,2,0,1,0,0
153.7,0.8361962772614769,2,1,0,0,0,2,0,1,0,0
162.1,0.9453200341305504,1,1,0,0,0,1,0,1,0,0
162.11,0.8504907949510884,2,1,0,0,0,2,0,1,0,0
162.17,0.8573127322552302,2,1,0,0,0,2,0,1,0,0
162.19,0.7317754493476823,1,1,0,0,0,1,0,1,0,0
162.22,0.7916783397810088,1,1,0,1,0,0,0,0,0,1
162.3,0.8707704282535315,3,2,0,1,0,2,0,1,0,1
162.5,0.8786505955091837,2,1,0,0,0,2,0,1,0,0
162.7,0.8354045436026553,2,1,0,0,0,2,0,1,0,0
162.8,0.8400347461427348,1,1,0,1,0,0,0,0,0,1
17.1,0.9476388675047699,2,1,0,0,0,2,0,1,0,0
17.11,0.859067332133243,2,2,0,1,0,1,0,1,0,1
172.1,0.9572909116804362,1,1,0,0,0,1,0,1,0,0
172.17,0.8782108334260056,2,1,0,0,0,2,0,1,0,0
172.3,0.9033952185399081,2,1,0,0,0,2,0,1,0,0
172.4,0.8973421096067321,2,1,0,0,0,2,0,1,0,0
173.11,0.8498378791962335,2,1,0,0,0,2,0,1,0,0
173.15,0.782908791506937,1,1,0,0,0,1,0,1,0,0
173.16,0.7888572577491263,2,1,0,0,0,2,0,1,0,0
173.19,0.7230780426908621,1,1,0,1,0,0,0,0,0,1
173.4,0.8491791149385076,1,1,0,1,0,0,0,0,0,1
173.8,0.8242837231487617,2,1,0,0,0,2,0,1,0,0
188.1,0.9572909116804362,2,1,0,0,0,2,0,0,1,0
188.2,0.9229868604582644,1,1,0,0,1,0,0,0,0,1
188.3,0.9033952185399081,2,1,0,0,0,2,0,0,1,0
188.6,0.8921447051297748,1,1,0,1,0,0,0,0,0,1
188.9,0.8697825097410117,1,1,0,0,0,1,0,1,0,0
189.1,0.9707525313890822,1,1,0,0,0,1,0,1,0,0
189.11,0.8963342117414875,2,1,0,0,0,2,0,0,1,0
189.15,0.8504907949510884,2,1,0,0,0,2,0,1,0,0
189.17,0.9005963052149203,2,1,0,0,0,2,0,0,1,0
189.18,0.8457940441589251,2,1,0,1,0,1,0,1,0,0
189.2,0.9391940069036496,1,1,0,0,0,1,0,1,0,0
189.20,0.8517794619416945,1,1,0,0,0,1,0,1,0,0
189.3,0.9348684697120466,1,1,0,1,0,0,0,0,0,1
189.5,0.9168426835283945,2,1,0,0,0,2,0,1,0,0
189.X,0.8935702801423381,1,1,0,1,0,0,0,0,0,1
2.1,0.9520266115554873,2,1,0,0,0,2,0,0,1,0
2.19,0.7713589271531038,1,1,0,1,0,0,0,0,0,1
20003.2,1.1595445311592243,2,2,0,0,2,0,0,0,0,2
20005.2,1.1595445311592243,4,4,0,2,2,0,0,0,2,2
20005.3,1.1512426126330608,3,3,0,0,2,1,0,2,1,0
20033.11,1.1367138884288432,2,2,0,0,1,1,0,2,0,0
20052.3,1.1512426126330608,2,1,0,1,0,1,0,1,0,0
20082.22,1.1637441688580898,2,2,0,0,2,0,0,0,1,1
20090.20,1.1878862406328485,2,1,0,0,1,1,0,0,1,0
20092.19,1.1728066795602683,1,1,1,0,0,0,0,0,1,0
20105.22,1.1637441688580898,2,1,0,1,0,1,0,1,0,0
20108.20,1.1878862406328485,2,2,0,0,2,0,1,0,0,1
20109.20,1.1878862406328485,2,1,0,0,1,1,0,0,1,0
20118.2,1.1595445311592243,5,4,0,1,2,2,0,0,3,1
20119.2,1.1595445311592243,2,2,0,0,2,0,0,0,1,1
20121.14,1.1138785870093766,2,2,0,2,0,0,1,0,1,0
20121.7,1.1388179188684815,2,2,0,0,1,1,0,2,0,0
20124.1,1.1546788403455137,1,1,0,0,1,0,0,0,0,1
20124.16,1.1064655052416135,1,1,1,0,0,0,1,0,0,0
20124.2,1.1595445311592243,1,1,0,0,1,0,0,0,0,1
20124.3,1.1512426126330608,2,1,0,0,0,2,0,0,1,0
20129.20,1.1861730202764802,2,1,0,1,0,1,0,1,0,0
20133.X,1.0748990850566567,3,3,0,1,1,1,0,1,2,0
20134.X,1.0748990850566567,3,3,0,1,1,1,0,2,1,0
20135.14,1.0455796820784635,3,2,0,1,0,2,0,1,0,1
20136.17,1.0384434853740687,2,1,0,1,0,1,0,1,0,0
20138.1,1.0953820054587926,2,2,1,0,0,1,0,2,0,0
20139.12,1.0669137830503346,2,1,0,1,0,1,0,1,0,0
20139.16,1.038766782309539,3,2,0,2,0,1,0,2,0,0
20139.17,1.0384434853740687,2,2,0,0,2,0,0,0,1,1
20139.3,1.0879994603122278,1,1,0,0,1,0,0,0,0,1
20139.4,1.0860194531850709,2,1,0,2,0,0,0,0,0,1
20139.5,1.0832433016540597,2,1,0,1,0,1,0,1,0,0
20140.14,1.0455796820784635,2,1,0,1,0,1,0,1,0,0
20140.15,1.0410858174007578,2,1,0,1,0,1,0,1,0,0
20141.12,1.0669137830503346,2,1,0,1,0,1,0,1,0,0
20141.14,1.0455796820784635,2,1,0,1,0,1,0,1,0,0
20141.5,1.0832433016540597,2,1,0,1,0,1,0,1,0,0
20142.18,1.0360281283864567,1,1,1,0,0,0,0,0,1,0
20142.22,0.9896665366355052,4,3,0,4,0,0,0,2,0,1
20143.X,1.0748990850566567,3,2,0,0,3,0,0,1,0,1
20144.14,1.0455796820784635,3,2,0,2,0,1,0,2,0,0
20144.9,1.0628265511662336,2,1,0,1,0,1,0,1,0,0
20145.1,1.0953820054587926,2,1,0,1,0,1,0,1,0,0
20145.10,1.067603082418202,2,1,0,1,0,1,0,1,0,0
20145.12,1.0669137830503346,2,1,0,1,0,1,0,1,0,0
20145.14,1.0455796820784635,2,1,0,1,0,1,0,1,0,0
20145.4,1.0860194531850709,2,2,0,1,0,1,0,1,0,1
20145.8,1.0717959321312613,2,1,0,1,0,1,0,1,0,0
20145.9,1.0628265511662336,3,2,0,0,2,1,0,0,2,0
20145.X,1.0748990850566567,3,3,0,1,1,1,0,1,2,0
20146.17,1.0384434853740687,1,1,0,0,1,0,0,0,0,1
20146.4,1.0860194531850709,2,1,0,1,0,1,0,1,0,0
20148.1,1.0953820054587926,3,3,0,2,0,1,0,2,1,0
20151.14,1.0455796820784635,3,2,0,3,0,0,0,1,0,1
20151.17,1.0384434853740687,1,1,0,0,1,0,0,0,0,1
20154.4,1.0860194531850709,3,2,0,2,1,0,0,0,1,1
20154.9,1.0628265511662336,2,1,0,0,1,1,0,0,1,0
20157.11,1.0670293591888496,3,2,0,0,2,1,0,0,2,0
20158.1,1.0953820054587926,2,2,0,0,0,2,0,2,0,0
20158.9,1.0628265511662336,3,3,0,2,0,1,0,2,0,1
20159.1,1.0953820054587926,6,5,0,3,1,2,0,3,1,1
20159.14,1.0455796820784635,2,1,0,1,0,1,0,1,0,0
20159.15,1.0410858174007578,2,1,0,0,1,1,0,0,1,0
20159.3,1.0879994603122278,3,2,0,1,0,2,0,1,0,1
20159.4,1.0860194531850709,5,4,0,1,2,2,0,3,0,1
