sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.7895169302430203,2,1,0,1,0,1,0,0,1,0
1.11,0.7021678641777299,1,1,0,0,0,1,0,0,1,0
1.15,0.6391585355640311,1,1,0,1,0,0,0,0,0,1
1.6,0.7065126458133705,1,1,0,1,0,0,0,0,0,1
1.9,0.6778052536357151,1,1,0,1,0,0,0,0,0,1
106.11,0.7233133767024588,2,1,0,0,0,2,0,0,1,0
106.17,0.7185937376552045,2,1,0,0,0,2,0,0,1,0
106.5,0.7436088059054727,2,1,0,0,0,2,0,1,0,0
106.6,0.7326090346397168,2,1,0,0,0,2,0,1,0,0
106.9,0.7101087904560166,1,1,0,1,0,0,0,0,0,1
109.2,0.7798451361127412,1,1,0,0,0,1,0,1,0,0
109.8,0.7566685853659044,1,1,0,1,0,0,0,0,0,1
11.1,0.7925692598244667,1,1,0,0,1,0,0,0,0,1
11.4,0.7140068308542336,1,1,0,1,0,0,0,0,0,1
12.1,0.7979870171859944,2,1,0,1,0,1,0,1,0,0
12.11,0.7233133767024588,2,1,0,0,0,2,0,0,1,0
12.17,0.7185937376552045,2,1,0,0,0,2,0,0,1,0
12.2,0.7638123215034027,2,1,0,0,0,2,0,0,1,0
12.6,0.7326090346397168,2,1,0,0,0,2,0,1,0,0
12.X,0.7181483527937012,3,2,0,1,0,2,0,1,0,1
128.12,0.7194760565543221,2,1,0,0,0,2,0,1,0,0
128.17,0.6951161424901524,2,1,0,0,0,2,0,0,1,0
128.2,0.7394883035927033,2,1,0,0,0,2,0,1,0,0
128.3,0.7106079707861501,2,1,0,0,0,2,0,1,0,0
128.6,0.6987277979849824,2,1,0,0,0,2,0,1,0,0
138.1,0.8112687951776354,2,1,0,0,0,2,0,1,0,0
139.3,0.7429912407639,2,1,0,0,0,2,0,1,0,0
