sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,-0.2646892,0.3977555,"[-2.3025851, inf]","[-2.3025851, 1.1512926]",2,1,1,0,1,0,0,0,1,0
1.11,-0.66880965,0.14242256,"[-2.3025851, inf]","[-1.1512926, 1.1512926]",1,1,0,0,0,1,0,0,1,0
1.15,-0.9583912,-0.040541887,"[-2.3025851, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
1.6,-0.6487658,0.15508664,"[-1.1512926, 1.1512926]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
1.9,-0.7810409,0.07151222,"[-1.1512926, 1.1512926]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
106.11,-0.5711901,0.20410097,"[0.0, inf]","[0.0, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.17,-0.592993,0.19032538,"[-1.1512926, inf]","[-2.3025851, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.5,-0.47734833,0.26339233,"[0.0, inf]","[-3.4538777, -1.1512926]",2,1,1,0,0,1,0,1,0,0
106.6,-0.52822495,0.2312473,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
106.9,-0.63216996,0.16557229,"[-3.4538777, 0.0]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
109.2,-0.30952787,0.36942542,"[-1.1512926, inf]","[-1.1512926, 0.0]",1,1,0,0,0,1,0,0,1,0
109.8,-0.41690016,0.30158484,"[-3.4538777, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
11.1,-0.25053525,0.40669835,"[0.0, 2.3025851]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
