sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,0.028220087,0.73239404,"[-2.3025851, inf]","[-2.3025851, 1.1512926]",2,1,1,0,1,0,0,0,1,0
1.11,0.045740023,0.73230994,"[-2.3025851, inf]","[-1.1512926, 1.1512926]",1,1,0,0,0,1,0,0,1,0
1.15,0.05829431,0.7322496,"[-2.3025851, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
1.6,0.044871062,0.7323141,"[-1.1512926, 1.1512926]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
1.9,0.05060561,0.7322866,"[-1.1512926, 1.1512926]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
106.11,0.041507885,0.73233026,"[0.0, inf]","[0.0, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.17,0.042453125,0.73232573,"[-1.1512926, inf]","[-2.3025851, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.5,0.037439555,0.7323498,"[0.0, inf]","[-3.4538777, -1.1512926]",2,1,0,0,0,2,0,1,0,0
106.6,0.039645225,0.7323392,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,1,0,0
106.9,0.044151574,0.73231757,"[-3.4538777, 0.0]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
109.2,0.030163988,0.73238474,"[-1.1512926, inf]","[-1.1512926, 0.0]",1,1,0,0,0,1,0,0,1,0
109.8,0.034818932,0.7323624,"[-3.4538777, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
11.1,0.027606457,0.732397,"[0.0, 2.3025851]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
11.4,0.04337144,0.7323213,"[-1.1512926, 0.0]","[-1.1512926, inf]",1,1,0,0,1,0,0,0,0,1
12.1,0.026517153,0.73240227,"[-1.1512926, 1.1512926]","[-3.4538777, 0.0]",2,1,0,0,1,1,0,1,0,0
12.11,0.041507885,0.73233026,"[-1.1512926, inf]","[-2.3025851, 2.3025851]",2,1,0,0,0,2,0,0,1,0
12.17,0.042453125,0.73232573,"[-1.1512926, inf]","[-1.1512926, 2.3025851]",2,1,0,0,0,2,0,0,1,0
12.2,0.03338468,0.73236924,"[-2.3025851, inf]","[-3.4538777, 1.1512926]",2,1,0,0,0,2,0,0,1,0
12.6,0.039645225,0.7323392,"[-3.4538777, inf]","[-2.3025851, 1.1512926]",2,1,0,0,0,2,0,0,1,0
12.X,0.04254231,0.7323253,"[-1.1512926, 0.0]","[-2.3025851, 0.0]",3,2,0,0,1,2,0,0,1,1
128.12,0.042276442,0.73232657,"[-1.1512926, inf]","[-2.3025851, 0.0]",2,1,0,0,0,2,0,0,1,0
128.17,0.0471496,0.73230314,"[-1.1512926, inf]","[0.0, 2.3025851]",2,1,0,0,0,2,0,0,1,0
128.2,0.038265973,0.7323458,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
128.3,0.044051692,0.73231804,"[-1.1512926, inf]","[-2.3025851, 1.1512926]",2,1,0,0,0,2,0,0,1,0
