sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
1.1,-0.15130195,0.33836627,"[-2.3025851, inf]","[-2.3025851, 1.1512926]",2,1,1,0,1,0,0,0,1,0
1.11,-0.15130204,0.39047042,"[-2.3025851, inf]","[-1.1512926, 1.1512926]",1,1,0,0,0,1,0,0,1,0
1.15,-0.1513021,0.42780682,"[-2.3025851, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
1.6,-0.15130202,0.38788614,"[-1.1512926, 1.1512926]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
1.9,-0.15130205,0.40494066,"[-1.1512926, 1.1512926]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
106.11,-0.15130201,0.37788412,"[0.0, inf]","[0.0, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.17,-0.15130202,0.38069522,"[-1.1512926, inf]","[-2.3025851, 2.3025851]",2,1,0,0,0,2,0,0,1,0
106.5,-0.151302,0.36578488,"[0.0, inf]","[-3.4538777, -1.1512926]",2,1,0,0,0,2,0,1,0,0
106.6,-0.15130201,0.37234452,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
106.9,-0.15130202,0.3857464,"[-3.4538777, 0.0]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
109.2,-0.15130197,0.3441474,"[-1.1512926, inf]","[-1.1512926, 0.0]",1,1,0,0,0,1,0,0,1,0
109.8,-0.15130198,0.3579912,"[-3.4538777, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
11.1,-0.15130195,0.33654135,"[0.0, 2.3025851]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
11.4,-0.15130202,0.38342628,"[-1.1512926, 0.0]","[-1.1512926, inf]",1,1,0,0,1,0,0,0,0,1
12.1,-0.15130194,0.33330175,"[-1.1512926, 1.1512926]","[-3.4538777, 0.0]",2,1,0,0,1,1,0,0,1,0
12.11,-0.15130201,0.37788412,"[-1.1512926, inf]","[-2.3025851, 2.3025851]",2,1,0,0,0,2,0,0,1,0
12.17,-0.15130202,0.38069522,"[-1.1512926, inf]","[-1.1512926, 2.3025851]",2,1,0,0,0,2,0,0,1,0
12.2,-0.15130198,0.3537257,"[-2.3025851, inf]","[-3.4538777, 1.1512926]",2,1,0,0,0,2,0,0,1,0
12.6,-0.15130201,0.37234452,"[-3.4538777, inf]","[-2.3025851, 1.1512926]",2,1,0,0,0,2,0,0,1,0
12.X,-0.15130202,0.38096043,"[-1.1512926, 0.0]","[-2.3025851, 0.0]",3,2,0,0,1,2,0,0,1,1
128.12,-0.15130202,0.38016978,"[-1.1512926, inf]","[-2.3025851, 0.0]",2,1,0,0,0,2,0,0,1,0
128.17,-0.15130204,0.3946625,"[-1.1512926, inf]","[0.0, 2.3025851]",2,1,0,0,0,2,0,0,1,0
128.2,-0.151302,0.36824268,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
128.3,-0.15130202,0.38544935,"[-1.1512926, inf]","[-2.3025851, 1.1512926]",2,1,0,0,0,2,0,0,1,0
128.6,-0.15130204,0.3925158,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
138.1,-0.15130194,0.32535747,"[-1.1512926, inf]","[-1.1512926, 1.1512926]",2,1,0,0,0,2,0,0,1,0
139.3,-0.151302,0.36615333,"[-2.3025851, inf]","[-3.4538777, 0.0]",2,1,0,0,0,2,0,0,1,0
139.4,-0.151302,0.3702415,"[-3.4538777, inf]","[-5.7564626, -1.1512926]",1,1,0,0,0,1,0,1,0,0
139.7,-0.15130202,0.38203853,"[-1.1512926, inf]","[-2.3025851, 1.1512926]",2,1,0,0,0,2,0,0,1,0
145.1,-0.15130197,0.34467277,"[-2.3025851, 1.1512926]","[-2.3025851, inf]",1,1,0,0,1,0,0,0,0,1
145.17,-0.15130204,0.39047042,"[0.0, 1.1512926]","[-1.1512926, inf]",1,1,0,0,1,0,0,0,0,1
145.19,-0.15130217,0.47366786,"[-4.6051702, inf]","[-2.3025851, -1.1512926]",1,1,0,0,0,1,0,1,0,0
145.2,-0.15130201,0.37343836,"[-2.3025851, 1.1512926]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
145.3,-0.15130202,0.38851774,"[0.0, 1.1512926]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
145.4,-0.15130204,0.39769942,"[-2.3025851, -1.1512926]","[-3.4538777, -1.1512926]",2,1,0,0,1,1,0,1,0,0
145.6,-0.15130205,0.40096113,"[-2.3025851, 0.0]","[-3.4538777, inf]",2,1,0,0,2,0,0,0,0,1
145.7,-0.15130208,0.41704637,"[-3.4538777, 0.0]","[-3.4538777, inf]",1,1,0,0,1,0,0,0,0,1
149.1,-0.15130195,0.33545613,"[-1.1512926, inf]","[-3.4538777, -1.1512926]",1,1,0,0,0,1,0,1,0,0
149.11,-0.15130202,0.38515434,"[-2.3025851, 1.1512926]","[-1.1512926, inf]",1,1,0,0,1,0,0,0,0,1
149.2,-0.15130198,0.35936838,"[-4.6051702, 0.0]","[-2.3025851, inf]",2,1,0,1,1,0,0,0,0,1
149.6,-0.15130202,0.38231245,"[-3.4538777, -2.3025851]","[-3.4538777, 1.1512926]",2,1,0,1,0,1,0,0,1,0
153.11,-0.15130204,0.3939351,"[-1.1512926, 0.0]","[0.0, inf]",1,1,0,0,1,0,0,0,0,1
153.17,-0.15130204,0.39080465,"[0.0, inf]","[-1.1512926, 0.0]",2,1,0,0,0,2,0,1,0,0
153.18,-0.1513021,0.43012324,"[-2.3025851, inf]","[-3.4538777, -1.1512926]",2,1,0,0,0,2,0,1,0,0
153.2,-0.151302,0.3674702,"[0.0, inf]","[-3.4538777, 1.1512926]",2,1,0,0,0,2,0,0,1,0
